puuid,tier,rank_name,kills,deaths,assists,score,hit_accuracy,time_on_target,aim_deviation,reaction_time,shots_fired,shots_hit,wallbang,kill_distance,is_cheating,kda,kd_ratio,score_per_kill,sub_100ms_reaction,sub_50ms_reaction,precision_score,tier_relative_kills,tier_relative_deaths,tier_relative_score,kills_z,deaths_z,score_z
player_75282,18,diamond,26,1,13,6353,0.5,10.0,1.003,68.3,2,1,0,19.331063085097178,1,39.0,26.0,244.34615384615384,1,0,0.49850448654037893,8,-7,3853,2.0,-2.3333333333333335,11.008571428571429
player_15496,26,radiant,53,1,18,6798,1.0,56.9,2.829,185.5,1,1,0,354.0880822620269,1,71.0,53.0,128.26415094339623,0,0,0.3534817956875221,28,-3,3198,7.0,-1.5,7.1066666666666665
player_89158,17,diamond,32,3,18,3993,0.6666666666666666,66.6,1.835,173.3,3,2,0,833.5275520341243,1,16.666666666666668,10.666666666666666,124.78125,0,0,0.36330608537693004,14,-5,1493,3.5,-1.6666666666666667,4.265714285714286
player_72787,16,diamond,25,3,11,4145,1.0,10.0,1.635,206.4,3,3,0,688.7475372006784,1,12.0,8.333333333333334,165.8,0,0,0.6116207951070336,7,-5,1645,1.75,-1.6666666666666667,4.7
player_34582,8,silver,12,8,4,1544,0.6,324.2,1.586,471.6,10,6,0,487.63725247359844,0,2.0,1.5,128.66666666666666,0,0,0.3783102143757881,0,-4,144,0.0,-1.3333333333333333,0.48
player_73307,27,radiant,52,0,15,5672,1.0,30.7,1.373,269.6,2,2,0,825.2755660989845,1,67.0,52.0,109.07692307692308,0,0,0.7283321194464676,27,-4,2072,6.75,-2.0,4.604444444444445
player_80413,3,iron,16,16,8,1966,1.0,34.4,0.4,223.9,3,3,0,644.9038688052664,1,1.5,1.0,122.875,0,0,2.5,8,1,1066,2.0,0.3333333333333333,5.33
player_86675,12,gold,27,5,16,4027,0.6666666666666666,63.1,1.089,250.1,3,2,0,190.9924867632235,1,8.6,5.4,149.14814814814815,0,0,0.6121824303642486,13,-5,2227,3.25,-1.6666666666666667,7.423333333333333
player_47173,6,bronze,13,12,7,1613,0.5,153.5,2.634,451.1,4,2,0,794.685680001848,0,1.6666666666666667,1.0833333333333333,124.07692307692308,0,0,0.18982536066818528,3,-1,513,0.75,-0.3333333333333333,2.052
player_41903,13,platinum,10,13,8,2038,0.3333333333333333,164.1,1.808,425.0,3,1,0,655.8892055827723,0,1.3846153846153846,0.7692307692307693,203.8,0,0,0.18436578171091444,-6,4,-62,-1.5,1.3333333333333333,-0.17714285714285713
player_61568,11,gold,14,14,9,1705,0.5,305.1,1.937,460.3,6,3,0,670.3919003090654,0,1.6428571428571428,1.0,121.78571428571429,0,0,0.2581311306143521,0,4,-95,0.0,1.3333333333333333,-0.31666666666666665
player_30047,27,radiant,39,2,15,6305,1.0,64.8,2.902,263.2,3,3,0,414.82069620499897,1,27.0,19.5,161.66666666666666,0,0,0.34458993797381116,14,-2,2705,3.5,-1.0,6.011111111111111
player_81437,20,ascendant,18,11,11,2655,1.0,349.0,1.292,610.6,2,2,0,5.295280917949312,0,2.6363636363636362,1.6363636363636365,147.5,0,0,0.7739938080495355,-2,4,-145,-0.5,1.3333333333333333,-0.3625
player_78676,22,immortal,23,3,8,3383,1.0,186.2,1.934,239.4,2,2,0,855.1230379307997,0,10.333333333333334,7.666666666666667,147.08695652173913,0,0,0.5170630816959669,1,-3,183,0.25,-1.0,0.4575
player_29084,16,diamond,18,2,19,4878,0.6666666666666666,53.1,1.078,186.2,3,2,0,87.52782414752461,1,18.5,9.0,271.0,0,0,0.6184291898577612,0,-6,2378,0.0,-2.0,6.7942857142857145
player_66202,18,diamond,34,4,19,4035,0.5,64.3,1.176,230.0,2,1,0,775.4571103549185,1,13.25,8.5,118.67647058823529,0,0,0.4251700680272109,16,-4,1535,4.0,-1.3333333333333333,4.385714285714286
player_14145,5,bronze,23,2,18,2295,0.6666666666666666,10.1,2.641,175.9,3,2,0,607.6696470945379,1,20.5,11.5,99.78260869565217,0,0,0.25242963523917705,13,-11,1195,3.25,-3.6666666666666665,4.78
player_28188,15,platinum,18,9,7,2335,0.14285714285714285,335.8,2.348,503.8,7,1,0,522.9178233718947,0,2.7777777777777777,2.0,129.72222222222223,0,0,0.06084205402774397,2,0,235,0.5,0.0,0.6714285714285714
player_26291,24,immortal,66,3,21,5911,1.0,23.7,2.47,125.1,1,1,0,207.78796885286707,1,29.0,22.0,89.56060606060606,0,0,0.4048582995951417,44,-3,2711,11.0,-1.0,6.7775
player_44053,23,immortal,27,6,13,1723,1.0,320.2,1.253,375.5,2,2,0,148.68184152747102,0,6.666666666666667,4.5,63.81481481481482,0,0,0.7980845969672786,5,0,-1477,1.25,0.0,-3.6925
player_50700,4,bronze,6,14,3,1494,0.6666666666666666,352.1,2.032,413.8,6,4,0,346.3830394231218,0,0.6428571428571429,0.42857142857142855,249.0,0,0,0.3280839895013123,-4,1,394,-1.0,0.3333333333333333,1.576
player_65976,3,iron,4,16,3,866,0.4,368.2,1.609,521.0,5,2,0,938.3436044434897,0,0.4375,0.25,216.5,0,0,0.24860161591050342,-4,1,-34,-1.0,0.3333333333333333,-0.17
player_15949,8,silver,7,18,6,1139,1.0,234.7,0.4,393.4,2,2,0,842.7333682725515,0,0.7222222222222222,0.3888888888888889,162.71428571428572,0,0,2.5,-5,6,-261,-1.25,2.0,-0.87
player_95215,24,immortal,33,1,19,5050,1.0,31.8,0.808,327.1,1,1,0,284.5916724010032,1,52.0,33.0,153.03030303030303,0,0,1.2376237623762376,11,-5,1850,2.75,-1.6666666666666667,4.625
player_69568,7,silver,29,6,7,2388,1.0,14.1,2.087,302.0,3,3,0,145.33616205198183,1,6.0,4.833333333333333,82.34482758620689,0,0,0.47915668423574503,17,-6,988,4.25,-2.0,3.2933333333333334
player_62682,16,diamond,23,2,9,2855,0.2222222222222222,179.8,1.638,372.1,9,2,0,265.48493365914385,0,16.0,11.5,124.1304347826087,0,0,0.135666802333469,5,-6,355,1.25,-2.0,1.0142857142857142
player_19981,4,bronze,10,12,4,1177,0.7142857142857143,340.5,1.517,511.9,7,5,0,229.20272685986964,0,1.1666666666666667,0.8333333333333334,117.7,0,0,0.4708541293907148,0,-1,77,0.0,-0.3333333333333333,0.308
player_84855,6,bronze,26,9,5,2042,1.0,36.2,1.907,287.3,1,1,0,538.6558920127022,1,3.4444444444444446,2.888888888888889,78.53846153846153,0,0,0.5243838489774515,16,-4,942,4.0,-1.3333333333333333,3.768
player_39363,11,gold,11,10,8,1761,0.6666666666666666,153.7,2.691,318.3,9,6,0,358.0462539952067,0,1.9,1.1,160.0909090909091,0,0,0.24773937817416078,-3,0,-39,-0.75,0.0,-0.13
player_12820,24,immortal,21,5,8,2339,0.4,298.9,1.038,434.7,10,4,0,634.5975890278816,0,5.8,4.2,111.38095238095238,0,0,0.3853564547206166,-1,-1,-861,-0.25,-0.3333333333333333,-2.1525
player_37637,17,diamond,14,10,6,2133,1.0,291.3,1.947,408.9,1,1,0,890.8942080853371,0,2.0,1.4,152.35714285714286,0,0,0.5136106831022085,-4,2,-367,-1.0,0.6666666666666666,-1.0485714285714285
player_80900,8,silver,17,4,11,2336,1.0,52.0,1.445,202.8,3,3,0,313.57609921676146,1,7.0,4.25,137.41176470588235,0,0,0.6920415224913494,5,-8,936,1.25,-2.6666666666666665,3.12
player_78228,11,gold,24,0,14,2540,1.0,32.2,2.077,148.2,1,1,0,585.4412523900243,1,38.0,24.0,105.83333333333333,0,0,0.4814636494944632,10,-10,740,2.5,-3.3333333333333335,2.466666666666667
player_85198,12,gold,13,8,6,1625,1.0,234.9,1.833,404.1,1,1,0,649.781078517988,0,2.375,1.625,125.0,0,0,0.5455537370430987,-1,-2,-175,-0.25,-0.6666666666666666,-0.5833333333333334
player_90543,5,bronze,15,12,4,1238,0.5,231.9,2.533,360.5,4,2,0,788.0975193464319,0,1.5833333333333333,1.25,82.53333333333333,0,0,0.19739439399921044,5,-1,138,1.25,-0.3333333333333333,0.552
player_36635,17,diamond,19,11,9,2550,0.3333333333333333,374.6,1.525,594.4,6,2,0,806.0259301039886,0,2.5454545454545454,1.7272727272727273,134.21052631578948,0,0,0.2185792349726776,1,3,50,0.25,1.0,0.14285714285714285
player_96201,21,ascendant,18,12,6,2490,0.6666666666666666,277.8,1.848,481.9,3,2,0,454.3203495332343,0,2.0,1.5,138.33333333333334,0,0,0.3607503607503607,-2,5,-310,-0.5,1.6666666666666667,-0.775
player_11814,22,immortal,28,2,9,3293,1.0,300.9,0.573,432.0,2,2,0,530.5250323971528,0,18.5,14.0,117.60714285714286,0,0,1.7452006980802794,6,-4,93,1.5,-1.3333333333333333,0.2325
player_39412,21,ascendant,34,0,17,3788,1.0,10.0,2.442,82.3,2,2,0,180.61132301159853,1,51.0,34.0,111.41176470588235,1,0,0.40950040950040945,14,-7,988,3.5,-2.3333333333333335,2.47
player_79802,8,silver,12,10,8,1584,0.5555555555555556,155.7,1.778,391.7,9,5,0,96.2416230120836,0,2.0,1.2,132.0,0,0,0.31246094238220223,0,-2,184,0.0,-0.6666666666666666,0.6133333333333333
player_82951,6,bronze,15,9,3,2251,0.6666666666666666,44.2,2.588,137.1,3,2,0,743.1832748387169,1,2.0,1.6666666666666667,150.06666666666666,0,0,0.2575991756826378,5,-4,1151,1.25,-1.3333333333333333,4.604
player_82072,4,bronze,14,3,9,1410,0.5,21.8,1.132,165.3,2,1,0,436.07304434005096,1,7.666666666666667,4.666666666666667,100.71428571428571,0,0,0.441696113074205,4,-10,310,1.0,-3.3333333333333335,1.24
player_47201,23,immortal,20,7,13,3209,0.14285714285714285,307.1,3.132,539.6,7,1,0,530.7254751752547,0,4.714285714285714,2.857142857142857,160.45,0,0,0.04561211457763181,-2,1,9,-0.5,0.3333333333333333,0.0225
player_98987,15,platinum,42,3,21,4009,1.0,46.5,3.242,318.1,3,3,0,299.241875411848,1,21.0,14.0,95.45238095238095,0,0,0.30845157310302285,26,-6,1909,6.5,-2.0,5.454285714285715
player_74411,11,gold,8,9,6,1685,1.0,242.2,2.353,486.8,8,8,0,611.6151813027536,0,1.5555555555555556,0.8888888888888888,210.625,0,0,0.4249893752656183,-6,-1,-115,-1.5,-0.3333333333333333,-0.38333333333333336
player_35813,4,bronze,22,4,10,1856,1.0,20.5,0.657,291.3,2,2,0,966.3795579377701,1,8.0,5.5,84.36363636363636,0,0,1.5220700152207,12,-9,756,3.0,-3.0,3.024
player_61902,24,immortal,23,6,9,3100,1.0,416.4,1.536,643.9,1,1,0,421.60323765360266,0,5.333333333333333,3.8333333333333335,134.7826086956522,0,0,0.6510416666666666,1,0,-100,0.25,0.0,-0.25
player_56285,6,bronze,5,10,7,724,0.4444444444444444,227.9,1.19,342.5,9,4,0,217.0331080733998,0,1.2,0.5,144.8,0,0,0.3734827264239029,-5,-3,-376,-1.25,-1.0,-1.504
player_95163,26,radiant,39,2,19,5072,1.0,56.5,3.08,273.8,1,1,0,572.5056855612879,1,29.0,19.5,130.05128205128204,0,0,0.3246753246753247,14,-2,1472,3.5,-1.0,3.2711111111111113
player_56681,4,bronze,17,13,6,693,0.3333333333333333,305.9,1.774,565.2,3,1,0,242.45108785072514,0,1.7692307692307692,1.3076923076923077,40.76470588235294,0,0,0.18789928598271324,7,0,-407,1.75,0.0,-1.628
player_61557,12,gold,9,14,8,1484,1.0,282.8,2.643,478.9,3,3,0,708.5321799325703,0,1.2142857142857142,0.6428571428571429,164.88888888888889,0,0,0.37835792659856227,-5,4,-316,-1.25,1.3333333333333333,-1.0533333333333332
player_64679,6,bronze,8,7,9,1802,1.0,48.7,0.792,106.6,2,2,0,717.041058796496,1,2.4285714285714284,1.1428571428571428,225.25,0,0,1.2626262626262625,-2,-6,702,-0.5,-2.0,2.808
player_99934,17,diamond,16,3,9,2515,0.1111111111111111,353.2,2.779,628.8,9,1,0,362.44228506067003,0,8.333333333333334,5.333333333333333,157.1875,0,0,0.03998240774059414,-2,-5,15,-0.5,-1.6666666666666667,0.04285714285714286
player_49942,14,platinum,18,14,12,1394,0.6,351.5,1.594,649.0,10,6,0,796.5510655318969,0,2.142857142857143,1.2857142857142858,77.44444444444444,0,0,0.37641154328732745,2,5,-706,0.5,1.6666666666666667,-2.0171428571428573
player_81779,5,bronze,14,16,5,1163,0.5714285714285714,291.8,2.346,479.6,7,4,0,72.6892013988324,0,1.1875,0.875,83.07142857142857,0,0,0.2435756911460236,4,3,63,1.0,1.0,0.252
player_17229,8,silver,6,15,6,1136,1.0,161.2,1.215,260.6,1,1,0,979.7398685365417,0,0.8,0.4,189.33333333333334,0,0,0.8230452674897119,-6,3,-264,-1.5,1.0,-0.88
player_31382,12,gold,15,10,3,1887,1.0,179.4,1.131,439.2,9,9,0,988.2492044014,0,1.8,1.5,125.8,0,0,0.8841732979664014,1,0,87,0.25,0.0,0.29
player_88128,18,diamond,24,8,12,2497,0.8,252.9,1.338,550.5,5,4,0,824.2828943997323,0,4.5,3.0,104.04166666666667,0,0,0.5979073243647235,6,0,-3,1.5,0.0,-0.008571428571428572
player_58431,18,diamond,31,2,17,4499,1.0,50.5,1.374,318.1,1,1,0,396.80676657536964,1,24.0,15.5,145.1290322580645,0,0,0.727802037845706,13,-6,1999,3.25,-2.0,5.711428571428572
player_29997,18,diamond,24,7,5,2662,0.3333333333333333,248.6,2.119,391.6,6,2,0,611.9458227653818,0,4.142857142857143,3.4285714285714284,110.91666666666667,0,0,0.15730690577316342,6,-1,162,1.5,-0.3333333333333333,0.46285714285714286
player_68858,11,gold,15,5,7,2639,1.0,45.6,2.466,141.0,1,1,0,305.2212312405544,1,4.4,3.0,175.93333333333334,0,0,0.40551500405515,1,-5,839,0.25,-1.6666666666666667,2.796666666666667
player_21444,25,radiant,25,3,13,3599,0.375,227.1,0.886,456.6,8,3,0,213.912622348472,0,12.666666666666666,8.333333333333334,143.96,0,0,0.42325056433408575,0,-1,-1,0.0,-0.5,-0.0022222222222222222
player_91589,25,radiant,48,2,21,6997,1.0,10.0,1.849,115.1,2,2,0,451.0454744258058,1,34.5,24.0,145.77083333333334,0,0,0.5408328826392644,23,-2,3397,5.75,-1.0,7.5488888888888885
player_18725,15,platinum,20,13,9,2182,0.5,342.7,1.498,591.8,6,3,0,323.5294886096166,0,2.230769230769231,1.5384615384615385,109.1,0,0,0.33377837116154874,4,4,82,1.0,1.3333333333333333,0.2342857142857143
player_76583,15,platinum,20,4,19,2985,1.0,44.6,0.82,161.2,1,1,0,460.1392180634031,1,9.75,5.0,149.25,0,0,1.2195121951219512,4,-5,885,1.0,-1.6666666666666667,2.5285714285714285
player_19851,1,iron,7,16,5,856,0.42857142857142855,315.0,2.061,556.6,7,3,0,1.780449381476782,0,0.75,0.4375,122.28571428571429,0,0,0.20794343938448742,-1,1,-44,-0.25,0.3333333333333333,-0.22
player_87843,26,radiant,23,3,11,3012,0.5555555555555556,280.3,2.051,450.3,9,5,0,189.9016850899432,0,11.333333333333334,7.666666666666667,130.95652173913044,0,0,0.2708705780378135,-2,-1,-588,-0.5,-0.5,-1.3066666666666666
player_28599,16,diamond,13,5,10,2523,1.0,296.6,1.332,550.2,3,3,0,586.6570463226366,0,4.6,2.6,194.07692307692307,0,0,0.7507507507507507,-5,-3,23,-1.25,-1.0,0.06571428571428571
player_57462,1,iron,13,15,4,794,1.0,204.6,2.432,340.0,4,4,0,630.4776681215601,0,1.1333333333333333,0.8666666666666667,61.07692307692308,0,0,0.4111842105263158,5,0,-106,1.25,0.0,-0.53
player_39076,20,ascendant,38,1,11,4239,1.0,57.6,1.86,281.5,3,3,0,523.3871320542756,1,49.0,38.0,111.55263157894737,0,0,0.5376344086021505,18,-6,1439,4.5,-2.0,3.5975
player_41649,1,iron,15,19,4,1196,0.6666666666666666,319.2,1.962,407.5,6,4,0,534.4416525683606,0,1.0,0.7894736842105263,79.73333333333333,0,0,0.33978933061501865,7,4,296,1.75,1.3333333333333333,1.48
player_29165,26,radiant,23,10,11,3087,0.6666666666666666,312.7,2.529,601.2,3,2,0,876.1258870733132,0,3.4,2.3,134.2173913043478,0,0,0.26360880453407143,-2,6,-513,-0.5,3.0,-1.14
player_67080,13,platinum,20,1,18,3513,1.0,85.0,1.711,311.7,2,2,0,975.7683434094384,1,38.0,20.0,175.65,0,0,0.5844535359438925,4,-8,1413,1.0,-2.6666666666666665,4.037142857142857
player_95525,3,iron,6,18,4,718,0.75,405.0,1.196,627.6,8,6,0,383.14031372331476,0,0.5555555555555556,0.3333333333333333,119.66666666666667,0,0,0.6270903010033445,-2,3,-182,-0.5,1.0,-0.91
player_21760,23,immortal,44,0,13,6152,1.0,27.3,2.127,106.9,2,2,0,70.71576910421052,1,57.0,44.0,139.8181818181818,0,0,0.47014574518100616,22,-6,2952,5.5,-2.0,7.38
player_28742,3,iron,6,13,1,439,1.0,172.3,1.404,469.6,1,1,0,452.1258674307412,0,0.5384615384615384,0.46153846153846156,73.16666666666667,0,0,0.7122507122507123,-2,-2,-461,-0.5,-0.6666666666666666,-2.305
player_48248,5,bronze,6,6,6,1032,1.0,10.4,2.111,251.3,1,1,0,672.8129903621063,1,2.0,1.0,172.0,0,0,0.47370914258645186,-4,-7,-68,-1.0,-2.3333333333333335,-0.272
player_14895,15,platinum,14,9,6,2181,0.6,296.4,2.557,354.4,5,3,0,90.41996460959263,0,2.2222222222222223,1.5555555555555556,155.78571428571428,0,0,0.23464998044583496,-2,0,81,-0.5,0.0,0.23142857142857143
player_36092,18,diamond,13,4,5,1837,1.0,256.6,2.415,330.2,3,3,0,472.24811275430216,0,4.5,3.25,141.30769230769232,0,0,0.41407867494824013,-5,-4,-663,-1.25,-1.3333333333333333,-1.8942857142857144
player_52271,7,silver,8,15,5,1466,0.8888888888888888,205.9,2.985,483.6,9,8,0,138.21504983177493,0,0.8666666666666667,0.5333333333333333,183.25,0,0,0.297785222408338,-4,3,66,-1.0,1.0,0.22
player_21896,7,silver,14,14,7,901,0.8888888888888888,262.9,2.313,343.9,9,8,0,165.73415459705353,0,1.5,1.0,64.35714285714286,0,0,0.384301292213095,2,2,-499,0.5,0.6666666666666666,-1.6633333333333333
player_93871,15,platinum,18,2,11,3497,1.0,10.0,0.74,137.6,3,3,0,613.8894037202467,1,14.5,9.0,194.27777777777777,0,0,1.3513513513513513,2,-7,1397,0.5,-2.3333333333333335,3.9914285714285715
player_42957,3,iron,8,6,17,1574,0.6666666666666666,14.9,0.749,97.1,3,2,0,328.78473200560865,1,4.166666666666667,1.3333333333333333,196.75,1,0,0.8900756564307966,0,-9,674,0.0,-3.0,3.37
player_89602,14,platinum,28,3,11,3583,1.0,62.9,1.782,329.3,1,1,0,364.5826380945752,1,13.0,9.333333333333334,127.96428571428571,0,0,0.5611672278338945,12,-6,1483,3.0,-2.0,4.2371428571428575
player_72764,2,iron,19,7,6,1745,1.0,28.9,0.659,219.0,1,1,0,52.1990421368055,1,3.5714285714285716,2.7142857142857144,91.84210526315789,0,0,1.5174506828528072,11,-8,845,2.75,-2.6666666666666665,4.225
player_36924,5,bronze,19,6,3,1963,0.5,39.5,0.4,213.6,2,1,0,220.58043884261366,1,3.6666666666666665,3.1666666666666665,103.3157894736842,0,0,1.25,9,-7,863,2.25,-2.3333333333333335,3.452
player_22300,18,diamond,31,4,14,3534,0.6666666666666666,44.9,2.583,219.2,3,2,0,821.4146821185994,1,11.25,7.75,114.0,0,0,0.25809781907342877,13,-4,1034,3.25,-1.3333333333333333,2.954285714285714
player_32354,18,diamond,23,9,5,2392,0.3333333333333333,378.4,1.868,537.1,6,2,0,318.3885990421137,0,3.111111111111111,2.5555555555555554,104.0,0,0,0.1784439685938615,5,1,-108,1.25,0.3333333333333333,-0.30857142857142855
player_78964,17,diamond,41,6,9,3373,0.6666666666666666,81.1,2.022,139.5,3,2,0,260.7582980462943,1,8.333333333333334,6.833333333333333,82.26829268292683,0,0,0.3297065611605671,23,-2,873,5.75,-0.6666666666666666,2.494285714285714
player_69970,2,iron,5,10,3,1186,0.6666666666666666,346.7,1.4,516.4,9,6,0,938.3172278073124,0,0.8,0.5,237.2,0,0,0.4761904761904762,-3,-5,286,-0.75,-1.6666666666666667,1.43
player_41443,25,radiant,23,6,10,3067,0.3333333333333333,220.7,1.419,450.6,9,3,0,915.1704212877511,0,5.5,3.8333333333333335,133.34782608695653,0,0,0.2349072116513977,-2,2,-533,-0.5,1.0,-1.1844444444444444
player_78702,13,platinum,15,11,13,2464,0.3333333333333333,338.5,2.303,523.6,3,1,0,736.7892846669257,0,2.5454545454545454,1.3636363636363635,164.26666666666668,0,0,0.14473874656245478,-1,2,364,-0.25,0.6666666666666666,1.04
player_99930,2,iron,11,6,8,1664,1.0,84.3,1.249,300.5,3,3,0,930.8739173486384,1,3.1666666666666665,1.8333333333333333,151.27272727272728,0,0,0.8006405124099278,3,-9,764,0.75,-3.0,3.82
player_13929,23,immortal,41,4,18,6647,1.0,27.5,1.441,117.6,2,2,0,994.2177880122648,1,14.75,10.25,162.1219512195122,0,0,0.6939625260235947,19,-2,3447,4.75,-0.6666666666666666,8.6175
player_98736,26,radiant,47,3,24,5983,1.0,39.9,1.296,261.8,2,2,0,50.266589301443624,1,23.666666666666668,15.666666666666666,127.29787234042553,0,0,0.7716049382716049,22,-1,2383,5.5,-0.5,5.295555555555556
player_83098,21,ascendant,34,6,18,4665,0.5,60.4,0.916,318.3,2,1,0,788.07693152382,1,8.666666666666666,5.666666666666667,137.2058823529412,0,0,0.5458515283842794,14,-1,1865,3.5,-0.3333333333333333,4.6625
player_76421,18,diamond,20,11,9,2605,0.5,392.8,1.108,455.6,4,2,0,134.38824353342807,0,2.6363636363636362,1.8181818181818181,130.25,0,0,0.45126353790613716,2,3,105,0.5,1.0,0.3
player_56662,13,platinum,19,10,4,2562,1.0,297.0,2.946,349.2,3,3,0,531.6665214210877,0,2.3,1.9,134.8421052631579,0,0,0.3394433129667345,3,1,462,0.75,0.3333333333333333,1.32
player_82310,19,ascendant,33,5,15,5669,0.6666666666666666,13.2,1.244,66.8,3,2,0,536.1794195975821,1,9.6,6.6,171.78787878787878,1,0,0.5359056806002144,13,-2,2869,3.25,-0.6666666666666666,7.1725
player_89579,10,gold,19,10,6,1423,1.0,155.0,0.838,432.2,6,6,0,411.7281627481898,0,2.5,1.9,74.89473684210526,0,0,1.1933174224343677,5,0,-377,1.25,0.0,-1.2566666666666666
player_92926,2,iron,6,15,2,846,0.4,244.3,2.142,496.6,10,4,0,939.3426903957895,0,0.5333333333333333,0.4,141.0,0,0,0.18674136321195148,-2,0,-54,-0.5,0.0,-0.27
player_96932,14,platinum,11,5,5,1944,0.2,280.7,1.21,416.1,10,2,0,498.9384731607698,0,3.2,2.2,176.72727272727272,0,0,0.1652892561983471,-5,-4,-156,-1.25,-1.3333333333333333,-0.44571428571428573
player_30780,14,platinum,14,12,8,2438,1.0,292.0,1.805,426.0,2,2,0,600.8920202498947,0,1.8333333333333333,1.1666666666666667,174.14285714285714,0,0,0.554016620498615,-2,3,338,-0.5,1.0,0.9657142857142857
player_79969,26,radiant,25,3,11,4278,0.6,311.8,0.91,603.6,10,6,0,610.0393184049698,0,12.0,8.333333333333334,171.12,0,0,0.6593406593406593,0,-1,678,0.0,-0.5,1.5066666666666666
player_26964,17,diamond,41,4,19,5599,0.5,49.6,1.538,102.9,2,1,0,746.6915963100162,1,15.0,10.25,136.5609756097561,0,0,0.3250975292587776,23,-4,3099,5.75,-1.3333333333333333,8.854285714285714
player_77183,12,gold,18,8,13,4272,1.0,49.1,1.867,209.6,1,1,0,787.8175232882294,1,3.875,2.25,237.33333333333334,0,0,0.5356186395286556,4,-2,2472,1.0,-0.6666666666666666,8.24
player_65346,21,ascendant,21,6,12,2501,0.8333333333333334,414.8,2.066,534.4,6,5,0,586.9755446353793,0,5.5,3.5,119.0952380952381,0,0,0.4033559212649242,1,-1,-299,0.25,-0.3333333333333333,-0.7475
player_22304,17,diamond,12,8,9,2335,0.5,209.3,2.329,269.5,2,1,0,178.1405344103358,0,2.625,1.5,194.58333333333334,0,0,0.21468441391155,-6,0,-165,-1.5,0.0,-0.4714285714285714
player_25596,18,diamond,21,3,9,3487,0.5,53.3,1.741,352.5,2,1,0,503.6879391051564,1,10.0,7.0,166.04761904761904,0,0,0.2871912693854107,3,-5,987,0.75,-1.6666666666666667,2.82
player_98296,22,immortal,40,0,14,5941,1.0,33.4,2.225,91.6,1,1,0,143.50459922943247,1,54.0,40.0,148.525,1,0,0.449438202247191,18,-6,2741,4.5,-2.0,6.8525
player_60355,8,silver,23,3,3,2053,0.6666666666666666,31.9,1.743,221.9,3,2,0,782.7327002240291,1,8.666666666666666,7.666666666666667,89.26086956521739,0,0,0.38248231019315354,11,-9,653,2.75,-3.0,2.1766666666666667
player_33257,26,radiant,50,0,15,6532,1.0,45.4,0.766,313.8,1,1,0,487.7679058732748,1,65.0,50.0,130.64,0,0,1.3054830287206267,25,-4,2932,6.25,-2.0,6.515555555555555
player_82538,27,radiant,38,0,17,4989,1.0,39.3,1.366,174.8,1,1,0,286.9233347080715,1,55.0,38.0,131.28947368421052,0,0,0.7320644216691068,13,-4,1389,3.25,-2.0,3.0866666666666664
player_77398,21,ascendant,31,0,11,5073,1.0,60.8,1.604,347.9,3,3,0,771.695082270193,1,42.0,31.0,163.6451612903226,0,0,0.6234413965087281,11,-7,2273,2.75,-2.3333333333333335,5.6825
player_24608,25,radiant,23,2,10,4390,1.0,203.9,1.639,349.9,4,4,0,906.8806426426798,0,16.5,11.5,190.8695652173913,0,0,0.6101281269066504,-2,-2,790,-0.5,-1.0,1.7555555555555555
player_23092,3,iron,2,8,16,2250,1.0,56.5,0.944,161.1,1,1,0,175.59009083658444,1,2.25,0.25,1125.0,0,0,1.0593220338983051,-6,-7,1350,-1.5,-2.3333333333333335,6.75
player_59063,16,diamond,22,5,8,1926,0.8571428571428571,212.9,2.407,501.1,7,6,0,160.81756744833564,0,6.0,4.4,87.54545454545455,0,0,0.356104219835005,4,-3,-574,1.0,-1.0,-1.64
player_78834,23,immortal,38,3,14,5617,0.5,33.5,1.786,169.5,2,1,0,985.2379611038137,1,17.333333333333332,12.666666666666666,147.81578947368422,0,0,0.2799552071668533,16,-3,2417,4.0,-1.0,6.0425
player_40154,14,platinum,16,15,6,2820,0.4,238.9,2.859,345.8,5,2,0,186.23836876433387,0,1.4666666666666666,1.0666666666666667,176.25,0,0,0.13990905911157747,0,6,720,0.0,2.0,2.057142857142857
player_35944,26,radiant,61,2,21,8750,1.0,65.5,2.437,318.3,2,2,0,106.44796851044165,1,41.0,30.5,143.44262295081967,0,0,0.41034058268362744,36,-2,5150,9.0,-1.0,11.444444444444445
player_23006,26,radiant,24,2,12,3918,0.75,298.1,1.935,450.2,8,6,0,634.1293243495368,0,18.0,12.0,163.25,0,0,0.38759689922480617,-1,-2,318,-0.25,-1.0,0.7066666666666667
player_84946,27,radiant,52,3,21,7917,1.0,30.4,2.389,115.5,3,3,0,440.0954555548148,1,24.333333333333332,17.333333333333332,152.25,0,0,0.41858518208455425,27,-1,4317,6.75,-0.5,9.593333333333334
player_34579,15,platinum,24,0,17,4568,0.5,28.6,0.894,164.3,2,1,0,93.77766258550069,1,41.0,24.0,190.33333333333334,0,0,0.5592841163310962,8,-9,2468,2.0,-3.0,7.051428571428572
player_62893,13,platinum,16,12,13,1983,0.16666666666666666,296.6,2.485,367.6,6,1,0,265.8765126896315,0,2.4166666666666665,1.3333333333333333,123.9375,0,0,0.0670690811535882,0,3,-117,0.0,1.0,-0.3342857142857143
player_21919,2,iron,10,17,0,820,0.625,414.4,1.549,467.6,8,5,0,428.7701715371537,0,0.5882352941176471,0.5882352941176471,82.0,0,0,0.40348612007746937,2,2,-80,0.5,0.6666666666666666,-0.4
